AvgPrice,AvgAge,AvgRoom,AvgSqrMeter,AvgPopulation
1433781.269,4.71,7,137,617561
846457.9777,5.51,5,217,96963
536484.5345,4.37,3,128,85066
1308512,4,6,129,301143
1480393.867,4.54,7,121,478785
1438485.126,7.41,3,80,518765
1693850.241,5.14,2,68,1080433
848739.2942,7.02,5,227,124353
1182571.796,5.15,3,89,200358
2089850.884,7.59,2,63,1075701
2097160.298,7.37,3,66,959035
1439017.736,5.15,6,132,394387
2224856.074,7.28,2,67,1167335
1811529.958,4.58,5,116,898561
1508125.664,5.02,7,137,575820
1818679.476,7.29,7,128,697844
1924900.96,4.44,4,112,861909
549191.7657,4.73,4,126,115459
875648.519,7.49,5,223,139719
2242004.019,7.47,3,66,945666
796736.2746,5.64,4,214,107693
1337431.176,4.15,7,130,225201
2185212.051,5.75,5,117,913564
2372981.459,6.35,5,116,953263
1246396.49,5.4,4,85,209130
910381.1049,7.69,4,224,77398
1582507.878,6.32,6,131,422056
1948186.812,7.54,6,134,658555
2554214.289,7.75,4,115,886751
701940.2904,6.35,3,120,103929
1279946.74,6.2,3,89,409602
1882884.666,4.15,5,114,1141236
1454573.443,7.59,4,84,248283
1496211.54,4.58,6,133,690082
1847232.014,7.29,6,127,324986
731359.1376,5.6,4,205,99542
1861430.771,7.31,6,137,491466
1222449.329,5.67,4,90,337615
903075.7318,7.03,4,221,101618
1610456.637,6.73,6,130,486989
2313690.161,6.76,4,110,1193352
701295.3979,6.94,4,122,126513
817300.1783,5.16,5,208,112928
660035.1775,5.89,4,125,93977
707212.8013,4.11,5,209,122291
824442.6118,6.11,4,216,127543
1867289.318,5.39,3,61,1118077
759524.3168,4.8,5,222,130389
1934883.479,5.69,3,65,1196911
637117.3608,4.68,4,125,113986
729964.1,5.55,5,207,103601
1506479.066,6.03,6,137,249825
1731194.081,7.55,6,131,698791
636166.5705,5.61,3,124,117502
1498579.342,4.81,7,126,555246
1171858.892,5.17,4,80,651800
1757606.888,5.53,2,70,1186288
1719865.46,7.27,6,130,214825
718176.8194,6.73,4,121,120087
2430877.572,7.46,4,115,966490
1921136.506,4.4,5,119,1198857
1619351.597,4.3,3,69,824773
1424576.689,7.05,4,81,665838
1822552.489,4.55,4,114,1027885
679839.6698,5.64,3,113,92374
641534.4928,5.22,3,119,137910
1157535.616,5.36,4,81,532418
2370985.575,6.52,4,118,922724
1387764.701,4.45,6,123,634506
1594647.883,4.44,3,70,1051367
1110185.364,4.68,3,88,498948
605555.032,5.74,3,121,108423
534462.5,4.6,4,119,107788
1413767.094,7.28,3,88,536263
750804.3,5,5,220,67389
816327.224,5.02,4,210,61515
1712861.69,7.9,6,131,445025
1172708.825,5.03,4,83,329428
1908594.481,7.51,6,135,264129
588821.7089,4.99,3,130,114136
1754694.906,5.06,3,65,955727
2219442.878,7.08,5,112,845627
792153.2074,7.36,3,113,103511
1463424.318,7,4,88,616106
1354762.12,6.95,3,90,603451
1787058.081,7.44,7,129,669856
1523803.408,5.1,7,130,224266
1557863.068,7.94,3,84,587348
752765.6944,7.2,4,114,132059
1271242.081,5.51,3,87,689774
838049.0432,5.05,4,201,122479
1383421.028,7.25,4,87,424806
2522099.012,7.36,4,111,1130557
1591546.782,6.51,6,138,620950
1859129.098,7.39,6,134,577363
580686.6334,5.01,4,119,84557
1722265.028,7.32,7,124,325408
1532268.883,4.09,3,62,1079762
1594939.755,6.63,7,122,274587
1933783.845,6.74,3,62,1140956
1016535.86,4,3,87,440157
2264993.697,7.56,3,60,942693
2188041.757,7.24,3,60,1039147
1636010.246,4.19,2,67,890298
704184.635,5.97,4,124,61601
2081282.051,7.59,3,63,936268
616321.5584,5.62,3,130,83088
1943335.362,4.86,5,114,923796
1087896.094,4.81,3,88,545816
1855970.358,4.33,5,117,1041873
2567328.108,7.22,4,118,931921
1158987.771,5.59,4,88,597664
2239618.011,7.63,2,70,843167
1703257.908,4.65,3,61,872927
732939.2634,5.95,5,220,66167
790614.605,7,4,208,136997
1244613.041,6.08,3,86,474387
2108372.493,6.45,5,115,979718
1240004.319,5.05,4,83,417716
2103638.945,7.95,3,64,859418
710197.171,4.53,5,229,98740
2059093.701,4.81,5,118,1160450
1514010.555,5.22,6,125,320050
1667663.595,5.82,6,128,634800
1092100.3,4.2,3,80,602402
1951587.47,5.15,4,112,1029433
2039608.895,6.38,2,70,1029353
809876.909,6.57,5,227,85484
1800756.412,6.75,7,127,464665
2197632.962,6.02,4,116,1078912
1130324.178,4.57,4,90,516009
807060.2544,4.86,5,200,126162
2079111.328,6.95,2,64,1165030
1321989.268,6.58,4,82,318828
710448.9672,6.35,3,118,83860
776838.1973,4.86,5,222,115375
873178.435,6.62,4,210,134932
814047.6089,6.11,4,217,106694
1577811.981,4.3,2,70,1055381
1666576.165,6.31,7,132,575796
1301018.588,4.09,6,133,463921
580315.7672,4.32,3,114,110156
2397739.662,7.18,4,118,1016213
569566.1679,4.34,4,124,101384
2171515.302,6.93,2,65,1009469
667854.506,5.67,3,128,65274
1133598.086,4.21,4,81,360949
1613371.116,6.73,7,125,284816
519990.328,4,3,121,124830
1605764.737,4.64,2,61,815703
2267635.825,7.07,5,111,1000846
1420012.783,6.33,3,82,540664
1838967.6,6,3,61,876318
1718965.647,6.62,7,128,454556
1621525.921,6.7,6,137,633407
650390.3731,5.92,4,130,115339
2009744.561,7.22,2,69,819248
759826.0376,6.18,5,218,105574
2323600.595,6.51,5,113,1009897
2043385.996,7.31,3,63,978741
758154.1412,5.52,4,215,75601
1635020.474,4.18,3,65,1143616
2230467.091,7.92,2,66,934766
1886453.795,5.17,5,111,961693
547445.1774,4.42,4,130,74421
1295759.337,5.61,3,80,563519
824210.5874,7.69,3,130,114804
708523.9912,7.4,3,110,116567
2418740.669,7.96,4,119,1006469
2107492.434,5.55,5,110,1111671
1656318.477,7.02,6,138,298971
2174969.843,7.83,2,63,946145
1147630.116,4.37,4,82,559407
718646.6366,6.18,3,113,131886
1274014.942,6.45,4,82,571218
836583.8417,6.14,4,212,61391
1144449.163,5.4,3,83,603637
2023426.854,5.32,5,112,866189
1683259.081,6.3,6,138,469723
2158795.228,5.24,4,110,819198
1803975.02,7.62,7,121,451834
660536.9718,6.71,4,110,119721
1907624.45,7.86,6,130,698761
1795901.402,7.84,6,135,559984
1128816.937,5.08,4,82,335775
2046729.882,6.28,3,70,1018186
622845.5523,5.79,4,125,88231
2601165.827,7.57,5,116,876093
1369704.502,4.36,6,133,438495
2073490.243,6.96,3,70,1116970
1228441.778,4.96,3,81,217766
633827.5294,5.47,4,113,84232
1531796.302,5.37,7,131,526533
2154854.077,5.42,5,119,1130394
1860114.842,7.05,6,127,673832
808326.1198,7.43,4,115,71699
834901.7174,6.24,5,212,69855
1927375.186,7.32,6,123,547656
581837.3053,4.32,4,127,124919
1215432.922,5.57,4,86,614225
785049.6653,7.62,4,113,71154
862901.9394,7.51,5,229,83140
1113080.855,5.41,4,87,385786
1761052.984,6.4,6,133,420663
1944281.992,4.83,5,120,957147
2117728.925,7.59,2,67,1036779
802341.7969,6.99,4,206,121639
2535438.478,7.4,4,117,911693
2076878.631,6.41,3,66,932722
1864390.136,5.44,2,69,1156206
1841962.549,5.3,3,67,1010216
1145267.543,4.24,4,83,207652
922128.0104,7.87,5,216,137714
930068.1936,7.92,4,223,71366
841162.1408,6.21,5,217,107778
1210993.801,5.54,4,81,698744
1380959.989,7.22,3,86,300798
2263955.575,6.38,4,117,1198892
2348227.264,7.36,5,118,1021487
1309647.513,6.95,4,81,430327
628591.0336,6.13,4,122,76313
1486228.325,5.58,6,139,688211
2365224.691,6.83,5,114,967778
667104.9224,4.21,4,200,122000
884084.3362,7.16,4,206,69332
662858.0238,6.98,4,110,79341
1237510.721,5.63,4,90,362192
1610539.84,5.89,6,123,208308
2041809.656,5.73,5,117,830211
1697691.999,4.88,2,63,1077726
1361074.628,6.26,4,86,689738
2408313.065,7.56,4,113,1082146
1310932.465,7.39,4,88,223306
1909373.124,5.3,2,68,956944
1404070.594,7.9,3,81,209969
1736608.164,4,5,119,1026561
1734452.114,6.57,6,127,456814
939170.316,6.75,5,228,132806
736830.8805,4.11,5,230,120933
2341052.193,7.04,4,120,1039690
1869137.864,6.38,3,67,1107182
584805.4509,4.92,4,119,81452
1527491.886,6.09,7,126,207325
1940225.643,5.92,2,67,947947
1010920.221,7.89,5,223,126066
867891.6536,6.49,4,205,70170
1663073.868,4.49,2,67,891623
1315081.377,6.61,3,80,640543
657349.4462,6.29,3,115,116046
2007558.112,7.64,7,138,578630
1365078.64,6.52,3,81,651882
1152561.594,4.72,3,88,596355
674197.9277,6.36,4,119,134574
781178.2596,5.4,5,205,69111
1668667.573,6.96,7,128,396086
699942.9091,4.48,5,214,107147
623893.3345,5.98,3,122,99374
707671.7075,5.75,4,205,104912
2224786.236,7.36,3,68,1126169
2355435.392,7.21,4,110,805030
617593.0619,6.21,4,119,109169
1610276.208,4.18,3,70,1007607
1833519.748,4.03,5,113,983130
1102156.81,4.58,4,83,508674
2042659.379,5.98,5,112,895337
691737.6408,6.04,3,111,65862
1195789.136,5.71,4,82,665846
1225559.968,5.21,4,84,392804
629164.4669,5.42,3,130,80444
826919.7577,7.09,4,217,107455
1349251.96,7.13,4,82,333287
681743.4876,5.59,4,112,138709
1388693.968,4.49,7,124,695601
2170834.046,6.39,4,118,1066418
1598070.586,5.64,6,123,480442
1956049.686,5.63,2,64,914776
748441.8913,7.79,3,124,91867
1497195.752,7.47,3,86,617737
1376319.065,6.13,4,88,654376
2151393.423,6.59,4,117,1176769
711562.2675,7.5,4,114,70075
595531.5279,5.45,4,123,129241
2164233.656,5.43,4,118,1092382
2174649.761,7.66,3,68,922584
1962928.832,6.28,2,62,1198807
862977.7048,5.32,5,206,122124
555171.815,4.24,4,129,73636
1701637.858,4.32,2,65,883186
1741656.067,6.89,7,124,210954
1700719.057,4.91,2,69,962080
1695949.787,6.17,6,121,561442
1274051.396,5.41,4,87,291053
565687.9347,4.59,3,110,64412
1663409.702,4.16,2,60,890769
1526493.057,6.18,6,137,484835
1416258.491,4.89,6,136,691489
1210991.455,5.43,4,83,545637
608326.057,5.26,4,110,72742
852400.3193,6.69,4,202,103907
891958.4653,7.86,5,206,102276
873675.5043,6.61,5,217,137773
922465.6473,7.85,4,223,114635
1572042.474,5.88,7,140,574565
2195710.058,6.28,4,112,905241
704784.029,6.96,3,127,129609
1670120.774,7.04,7,137,310711
1315592.65,5.87,4,87,576365
787290.8326,7.81,4,125,68119
1214811.775,5.75,4,84,554990
1897640.368,5.76,2,64,917192
648073.8929,6.38,3,117,134269
585185.9896,4.4,3,112,124510
1855368.845,4.74,4,110,1134282
1522771.503,5.17,7,124,224456
1573077.469,5.38,7,130,632304
873497.0797,6.04,5,227,137407
1826165.656,5.55,3,60,940088
1358022.575,4.59,7,126,275420
675755.8182,4.18,4,201,97189
711601.6582,7.14,4,121,96050
2411266.59,6.7,5,111,966774
1780851.835,7.45,6,124,390674
657907.712,5.24,3,120,100367
1494989.47,5.82,6,136,357337
673911.3112,5.8,3,123,123481
826340.5809,5.03,5,210,130243
919854.0128,6.9,5,229,90149
694831.2219,4.85,5,219,88786
2436430.824,7.61,4,113,845506
1660252.65,6.55,7,134,526671
2511795.741,7.07,4,116,887108
1149947.42,4.39,4,84,338931
1512510.082,6.02,6,121,647522
1728333.016,6.52,7,125,316396
2383062.469,7.22,5,116,1089488
1830450.069,5.93,2,66,1103552
1365528.431,7.78,3,80,228921
2430170.058,6.74,5,117,1053933
1829036.776,4.04,4,110,937841
1802160.911,6.85,6,123,444685
602322.9098,5.78,3,129,95313
746648.8394,5.08,4,215,99112
1643634.636,5.85,6,135,414846
920483.0883,7.51,4,217,135133
1796448.945,7.1,6,130,205025
2029669.232,5.88,4,110,1138892
703579.3078,5.27,4,200,83776
1335480.514,4.09,7,139,546713
1937836.823,6.88,3,63,874338
1623876.244,6.11,6,130,568437
1011458.118,7.27,5,230,103264
1453159.835,7.95,3,81,248091
1667708.832,4.28,3,63,902005
1285292.748,5.71,3,83,588619
1896285.371,4.84,4,113,971868
1054673.05,4.6,4,80,642035
797757.3716,6.44,5,221,133454
1688767.533,5.98,7,122,527167
1992660.367,4.89,5,118,976522
761406.1038,4.87,5,203,127832
1218498.754,5.22,3,81,205660
1415331.861,6.75,3,88,272681
1266386.28,5.39,4,81,695574
1325172.472,4.23,6,126,284347
575068.8467,4.81,4,116,123701
712051.8602,7.43,4,126,135422
1553286.33,6.13,7,129,591423
640868.1136,6.4,3,113,139664
1259109.165,4.35,6,140,232645
2117969.974,6.8,2,62,1014634
2044207.203,7.62,3,61,891002
930469.9379,6.84,4,216,116033
1677161.392,6.66,6,126,291800
1379289.278,4.68,7,132,246912
756639.4947,5.12,4,203,65551
701984.4736,5.78,4,117,84454
1516118.884,4.96,6,133,445937
567361.4885,4.05,4,113,119372
1143540.092,5.39,4,81,503987
649605.6402,6.7,4,121,92031
1080584.754,4.32,3,81,593147
1033327.89,4.46,3,81,400068
1576334.505,6.46,6,131,587306
2087946.006,6.88,3,61,1162946
1388440.061,7.6,3,88,631598
865036.626,7.29,4,227,97672
1699923.162,6.64,7,132,242222
1692142.247,7.32,7,125,464636
2213603.718,7.78,3,64,1182533
600897.6761,4.53,4,116,73382
2297339.39,6.01,5,119,1155969
1076276.374,4.56,4,83,257708
880772.9497,7.09,5,204,114467
2420355.752,7.4,4,115,938133
1555401.198,7.74,3,89,589894
2580258.85,7.29,4,116,1144021
1051840.614,4.13,4,86,269445
727746.474,6.9,4,119,91217
1621674.746,5.4,6,131,459498
1959269.253,4.94,4,119,986026
2620054.522,7.89,5,120,1032516
674509.8368,4.62,4,204,74999
1610553.311,5.26,7,122,506604
1376041.953,6.59,4,80,368497
1612438.958,4.51,3,67,869381
2077913.251,5.81,5,120,1085347
1765743.527,5.66,2,63,857117
1367880.8,5.87,3,80,594953
729853.6154,6.62,3,127,66225
1620604.513,6.71,6,123,490755
2654553.015,7.75,4,116,956690
792629.0024,6.81,4,203,109753
903521.7431,6.13,4,205,91754
1330513.186,7.34,4,84,302147
2063845.842,7.05,2,69,1129422
849422.0625,6.25,5,226,82536
1860277.019,7.69,6,128,369951
1997033.66,5.36,4,115,949572
1222251.614,5.58,4,87,665048
1017739.371,4.07,4,81,539190
2248525.918,7.13,2,61,969200
2088811.048,5.2,4,112,840961
767669.7592,5.29,5,223,128711
719607.11,4.36,4,212,64120
2040658.007,7.22,2,67,905156
2266477.475,7.4,2,63,1052680
580009.3728,4.6,3,124,120341
1569157.764,4.23,3,61,1177127
572769.1155,4.37,4,122,71184
689392.4089,7.29,3,114,139385
1297565.712,4.13,6,137,384188
1185590.765,5.19,4,86,258393
1562187.592,4.2,3,60,924559
2238431.85,6.8,4,113,990435
2184626.859,6.69,5,112,1027074
1717320.688,5.05,3,68,810328
802116.9922,6.21,4,203,80702
1707440.099,4.58,3,63,1065709
2139663.855,5.65,5,117,920755
1907040.082,4.36,4,111,1070495
1410940.214,4.58,7,126,557611
1366923.38,4.9,7,122,560045
2057578.557,5.27,5,110,802398
1871956.444,4.59,4,115,1076549
752666.9865,4.95,4,215,111232
784801.0452,7.98,4,113,88432
648254.11,5.15,4,115,63778
1346569.729,4.03,6,130,315842
595859.6245,5.49,4,125,60767
2574537.705,7.92,5,114,1033844
1547935.255,4.95,7,121,449420
1640896.992,4.16,3,63,1130140
2340029.259,7.44,5,120,1090292
1880398.493,6.36,3,64,867126
760015.9086,6.31,5,206,104842
1961154.416,6.39,2,68,867281
2026410.949,7.48,3,60,829760
1333788.043,7.29,4,86,487221
1434704.93,7.32,4,85,275075
1538142.638,5.75,6,122,533349
1759259.784,4.97,2,61,1018169
611785.997,4.9,3,126,127949
2244257.969,7.58,3,64,1131972
1287920.66,5.61,4,89,639393
662933.245,4.11,4,228,138086
1392140.554,7.44,3,89,643437
2341255.488,7,5,111,854668
607489.353,5.62,4,122,121097
1028691.146,4.02,3,86,335105
1665052.925,4.26,3,70,821750
764753.4961,5.02,4,204,62652
2204004.502,7.63,2,68,1098986
1671132.293,7.16,6,130,475267
684493.3456,6.98,4,122,101956
772129.8191,4.81,5,230,109804
1917278.721,5.77,2,60,1057969
1571859.275,6.47,6,129,462682
1970345.016,5.3,5,119,933726
923001.6379,7.42,4,215,76034
662051.651,6.56,3,119,103643
1689636.484,6.24,6,129,648209
1918264.806,7.27,7,132,246112
1788719.852,4.31,4,111,1190901
2147074.694,7.24,2,65,1180038
1792968.491,4.26,5,115,971672
598598.2689,4.93,4,129,129777
1557852.059,6.68,6,136,684418
1745457.109,4.52,3,70,1166798
1806896.298,6.19,7,134,344082
1191171.842,4.77,4,80,249038
1347417.229,4.33,7,131,680376
1962328.759,6.35,2,65,937464
1886818.098,5.89,3,63,1121178
678323.8602,6.36,4,121,121158
900112.1353,7.05,5,209,100978
801122.8922,5.29,5,212,93981
1069127.937,4.77,4,82,348784
678541.15,5.57,4,118,95765
2255840.257,7.47,2,60,831852
1021225.163,4.02,3,86,664064
1821933.687,5.06,2,66,977970
1094327.43,4.33,3,86,636308
1460209.988,4.86,7,125,606352
2441140.543,7.91,4,115,1137119
2165810.102,7.63,2,62,881211
1680160.687,4.22,3,69,1045066
2159038.529,6.46,5,120,921879
1622963.472,4.64,3,61,864806
2004340.233,5.45,4,113,888928
2057605.797,5.66,4,118,1162239
1808319.712,5.53,3,68,949717
2592120.84,7.72,4,110,1042572
798190.605,7.4,4,217,117472
2668539.076,7.84,4,110,820648
611834.9409,5.34,3,122,79162
1492971.978,5.69,6,123,434963
1692095.549,6.93,6,139,395719
777059.5504,5.44,5,223,90077
1372697.145,4.71,7,129,413206
1437052.957,7.66,3,89,671800
1090618.038,4.05,4,89,320921
1205175.448,5.8,3,88,470210
663444.9276,6.12,4,119,112958
571289.6695,4.26,4,130,108945
1190208.426,5.11,3,88,595444
1902113.813,6.25,3,70,1136734
1677537.32,4.59,2,66,885122
2492575.823,7.12,4,113,890128
1130207.96,5.18,4,86,482070
1171380.839,4.68,4,86,587449
1201235.152,6.38,4,81,609271
2339860.553,5.99,5,118,972686
2207387.349,7.4,3,60,1188076
659507.5255,6.81,3,116,71994
732446.8682,6.99,4,123,109296
2115356.07,4.95,4,113,809568
881454.6774,7.66,5,213,69092
1815331.715,5.46,3,61,1013941
1583522.729,7.94,4,82,567356
1371722.359,6.55,3,81,583055
1101791.191,4.3,4,83,520373
868338.9364,6.6,5,220,129966
1239799.021,5.35,4,82,625559
1705054.545,6.57,6,124,406484
852343.8667,6.91,4,211,82565
1035407.636,4.04,4,84,452877
577053.3976,4.05,3,124,138936
1119932.561,4.97,3,82,568384
2357537.511,7.35,5,118,1102601
682974.5856,4.76,5,204,63319
1838066.155,7.09,7,126,440096
592101.3287,4.94,3,114,123343
706754.7597,5.94,3,114,107149
2400008.355,7.38,4,111,1160808
1553365.994,4.04,2,69,1086911
1162141.481,5.51,4,90,390633
678814.0071,6.13,4,116,133856
756054.7142,5.74,4,202,61349
572752.6,4.18,4,121,139634
2257846.157,6.04,4,118,931968
536450.5195,4.12,3,120,98597
644035.9766,4.33,5,220,128847
1071406.834,4.51,3,85,381134
1453350.436,4.53,6,134,579989
1219583.584,6.32,4,83,375438
2014962.569,6.99,2,65,1040443
1617282.929,4.27,2,67,847583
764333.4137,7.72,4,130,119198
1606110.226,4.45,2,69,961017
964365.5417,6.99,4,222,80065
1199217.255,5.3,3,82,604179
2273863.571,6.37,5,116,1049238
717483.0543,4.14,4,205,97753
594010.2175,5.15,3,111,92774
2146503.098,7.41,2,69,1178265
745117.452,5.08,4,213,66576
1772989.121,5.63,2,69,1025384
1620956.144,4.37,2,67,948761
642469.1197,6.74,3,125,67906
2617855.54,7.69,5,111,888923
1000443.582,7.68,5,222,63175
526180.1164,4.35,3,112,119521
1531985.049,5.75,7,132,538536
970930.0124,7.78,4,217,105315
605271.9202,5.23,4,116,116497
1014245.874,4.04,3,85,426078
1538472.085,5.18,7,123,483254
2321503.906,7.11,4,118,1035672
1911732.874,5.66,3,65,959190
618254.9854,5.43,4,127,67846
2417073.597,7.9,4,118,932591
696089.779,6.37,4,123,121442
653093.2044,6.19,4,127,68462
1033741.034,4.37,3,81,453168
1458642.435,4.83,6,136,218535
1608161.873,4.36,3,66,904945
1653633.367,6.32,6,130,401560
1130124.185,5.43,3,90,277541
1941475.856,7.31,6,139,285166
869820.9699,6.17,5,200,134362
1654286.376,6.51,6,123,576816
664734.5273,7.26,3,124,72698
1967760.603,4.98,5,110,906179
1704804.867,4.85,2,67,911269
1563851.52,5.6,6,120,516151
728569.6387,5.34,5,208,62371
1017432.209,7.3,5,215,64000
820338.1607,5.97,4,207,135364
1882579.554,5.88,3,65,1023922
1893033.188,5.96,2,69,973729
1998921.955,5.07,5,110,916556
932732.269,7.75,5,220,122424
780074.2054,6.56,5,213,136877
899834.9206,7.47,5,212,88492
799841.2579,6.28,5,223,109841
2006591.632,4.59,4,116,1040549
692200.3376,7.45,3,126,87217
1458717.562,5.22,6,136,572123
1830841.041,7.55,7,137,443498
1158167.379,5.34,3,87,233294
926127.6283,7.44,5,204,129738
1789823.726,7.18,7,132,579424
2098208.479,5.25,5,110,829532
542714.94,4.76,3,116,138242
716501.5083,5.09,4,226,107082
1294469.671,6.74,3,82,320140
1959309.186,5.13,5,113,977963
2335122.02,6.11,5,113,1059312
834677.0768,7.42,4,200,83578
1542648.764,5.99,7,132,339910
803555.1898,5.41,4,201,116075
1862138.703,7.71,7,136,697721
1614175.219,4.48,2,62,882376
1832379.104,5.06,2,65,1069997
1387130.426,7.99,3,87,426255
677212.0866,4.42,5,212,103529
2546532.502,7.3,4,120,1142185
1187689.711,6.07,3,88,202559
628177.667,6.42,4,127,131547
1357510.103,6.26,3,84,500654
2158144.895,6.03,4,116,1034525
1375221.033,6.92,3,84,281804
1807798.661,5.97,3,66,803174
1710640.229,7.46,6,133,203043
1905877.236,6.52,3,60,1082558
1811784.809,7.86,7,138,242416
1343581.916,6.76,4,88,662059
569887.604,4,4,128,76713
582341.7255,5.22,4,122,82720
1968896.525,5.42,5,117,1096186
1427715.854,4.5,6,137,614216
760222.6184,4.04,4,200,72334
1691982.32,5.26,3,61,1017974
738181.0478,7.59,4,111,98440
1923910.84,6.42,3,70,1066862
695471.9904,7.06,4,114,130260
1744769.29,6.65,6,123,509208
753208.1405,6.47,4,130,82254
1723926.98,7.1,7,136,297740
785034.3103,4.84,5,228,135507
995988.725,7.5,5,220,137816
2474059.39,7.32,4,115,1016733
2108782.591,5.15,4,117,927047
1427567.995,4.72,6,121,495665
691576.9468,6.78,3,114,129702
1430104.576,6.64,4,80,450549
2561140.64,7.4,4,120,1141724
733362.8315,7.95,4,114,89540
2643977.761,7.56,5,114,918747
707212.3413,7.75,4,118,122386
2162250.825,7.7,2,65,850454
1491998.771,4.85,6,127,452862
647410.2981,6.09,3,126,114901
1563258.828,6.6,6,120,548250
811745.532,5.14,4,212,137203
765878.6436,5.23,5,229,106117
1160254.583,4.73,3,88,691813
1884673.045,7.08,7,134,290533
2378692.73,7.09,4,113,832747
1357919.89,4.31,6,140,508808
2026992.362,5.92,4,110,1073308
1846654.386,7.36,6,140,555435
1975879.349,6.47,3,68,1030427
1828402.179,5.52,3,69,835331
1887141.517,6.28,2,69,1079462
873481.879,7.97,4,210,111656
727917.0656,4.08,4,212,137527
1609660.488,6.96,6,123,303064
1768723.03,4.55,2,64,1069294
1892832.029,6.24,3,63,1040060
557011.1827,4.17,4,117,132551
742336.3881,5.39,4,225,71876
915985.7379,6.98,5,226,117933
609243.0139,5.04,3,114,123601
670333.6014,4.15,4,203,111861
1245744.354,6.48,3,90,302643
1958691.755,7.97,7,140,510763
1833826.489,5.32,2,66,1184208
1423529.027,7.12,4,88,611573
725680.9618,7.19,3,123,128692
731312.4235,6.92,3,111,124115
1919090.016,7.24,7,132,696303
1141329.922,5.01,3,90,608570
1549954.216,7.51,3,85,627263
787697.1968,7.76,4,112,114620
2006838.93,6.3,3,69,806402
550382.916,4.24,4,129,117724
583166.7352,4.93,4,110,84387
1646775.408,6.84,7,125,614112
1451838.885,5.71,6,129,477966
906874.2144,7.17,5,219,115672
1059599.8,4,4,85,319246
531404.0394,4.15,3,115,80495
973438.2563,7.21,4,222,136778
1632947.476,7.08,6,128,499435
1386785.197,5.06,6,134,245844
1743243.056,7.49,7,128,621743
1996979.955,6.48,2,60,921633
758409.3059,5.57,5,208,108750
890465.8645,7.13,5,207,115666
2252904.93,7.14,4,113,1191981
1527027.852,7.39,4,88,418644
1536623.466,7.54,4,90,332731
856496.25,6.25,5,209,118190
749998.3843,4.45,4,212,112773
1247103.902,5.19,4,84,580705
2109754.472,5.37,4,110,883941
858332.3132,7.07,5,214,121300
732100.4059,7.09,4,125,129179
760255.702,5.25,4,214,97460
1510954.906,4.76,6,135,580137
1790158.999,7.24,6,122,288512
1712911.949,7.04,7,139,333205
1712681.479,5.98,6,121,210578
1798905.75,6.96,7,134,274412
1967348.096,6.22,3,67,845457
1990027.934,6.98,2,68,974357
758898.5318,5.77,4,226,71926
663757.717,5.98,4,129,130830
1376886.991,4.75,6,134,496059
1034210.854,4.07,4,84,446736
1475794.601,4.57,6,124,357572
623913.335,4.39,5,223,128831
771197.5208,5.54,5,201,71394
1383741.072,4.73,6,134,627397
755418.9529,4.89,4,210,88325
2537728.957,7.56,5,110,851420
1863599.649,4.32,4,119,820248
2406279.117,7.68,4,115,1082903
1367016.977,4.9,6,121,367047
2293092.002,6.35,4,117,849064
2136518.239,5.92,4,120,983522
1026336.142,4.1,4,90,481939
1099787.308,4.87,3,90,236230
764442.9904,7.68,4,130,139535
901226.8393,6.89,5,209,117989
764470.161,5.75,4,218,108533
2221797.2,7.05,4,112,1031639
673214.1832,6.67,3,116,93881
1833588.948,5.93,3,65,915970
1215941.706,5.6,3,86,349239
1219225.112,5.86,3,87,675832
636135.3646,5.7,4,127,124610
1370425.84,7.6,4,82,301181
1369560.72,7.74,4,86,408502
1610013.357,6.66,7,123,698641
2038899.555,5.39,5,120,1189102
660237.7446,4.87,4,205,91621
851835.0218,5.98,4,202,90671
2047531.704,5.1,4,111,1045557
2278521.669,6.9,4,111,1162417
2065542.011,6.81,2,68,1029582
1693913.567,7.61,6,121,365668
678121.2995,7.05,4,124,73075
1960437.752,6.4,2,63,1185338
2365314.057,7.03,4,115,847628
1121293.619,4.16,4,88,653720
1410626.483,4.93,6,122,347838
667413.1671,6.53,3,128,71164
2388109.408,6.39,4,120,828823
1273245.205,6.6,4,89,412015
1437366.718,4.1,7,132,251195
2442465.122,6.84,4,118,1063225
600411.136,5.59,4,121,87368
793887.2075,5.52,5,213,87532
1535002.443,7.79,3,87,355108
1282311.524,7.09,3,89,217141
2408368.597,6.96,4,112,902437
730628.3358,5.22,4,227,127232
882347.007,6.04,4,218,130370
890208.8544,5.6,4,217,89861
1549026.741,5.12,6,120,323708
867660.86,7.7,4,217,81980
676294.784,6.5,3,112,112232
1326462.672,7.68,4,81,401683
2100799.716,5.22,5,119,971174
1115472.905,4.55,3,81,647413
1342380.83,7.54,4,83,563598
2422872.329,6.54,5,113,1020748
1601193.758,6.39,6,125,517331
1964260.184,4.63,4,114,1083432
615494.2483,4.59,3,126,62891
721746.8988,6.55,3,110,86882
947196.173,7.85,5,230,85433
852094.4388,6.86,4,223,68176
616622.7401,4.57,3,129,112372
747606.3681,7.88,3,111,83075
538787.5513,4.26,3,126,138599
2402918.042,7.53,4,118,1134800
1962331.187,7.91,7,121,387343
2345276.252,7.33,5,114,1073843
1298557.979,5.89,4,89,476696
691002.0505,6.96,3,129,114787
847851.7261,5.54,5,208,102042
916430.2813,6.25,5,223,117201
699226.5244,7.39,3,123,119252
711224.4664,5.99,3,122,110928
1858788.899,7.51,7,122,627500
